City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,hanover,52.3705,9.7332,14.09,96,0,2.57,DE,1696551122
286,mogilno,52.6581,17.9558,10.11,89,22,4.04,PL,1696551040
287,chonchi,-42.6128,-73.8092,8.4,92,82,3.73,CL,1696551299
288,vuktyl,63.8567,57.3094,8.39,94,100,4.92,RU,1696551299
289,champoton,19.35,-90.7167,28.88,80,79,3.67,MX,1696551300
290,kani keli,-12.9536,45.1033,25.59,77,13,2.69,YT,1696551301
291,tchollire,8.4022,14.1698,21.81,95,92,0.59,CM,1696551301
292,lerwick,60.1545,-1.1494,12.0,97,100,9.05,GB,1696551302
293,namikupa,-10.8333,39.6,20.83,98,19,0.93,TZ,1696551303
294,hammerfest,70.6634,23.6821,3.25,70,75,3.09,NO,1696551304
295,kuraymah,18.55,31.85,32.03,14,0,4.33,SD,1696551201
296,talnakh,69.4865,88.3972,1.23,97,100,5.77,RU,1696551305
297,kailua-kona,19.6406,-155.9956,29.98,79,40,4.63,US,1696551306
298,hovd,48.0056,91.6419,5.31,63,87,0.08,MN,1696551307
299,louis trichardt,-23.0439,29.9032,18.5,34,6,1.06,ZA,1696551307
300,kaoma,-14.7833,24.8,21.84,32,25,4.44,ZM,1696551308
301,ilulissat,69.2167,-51.1,-0.99,55,75,10.8,GL,1696551309
302,touba,8.2833,-7.6833,22.18,96,100,0.63,CI,1696551309
303,weno,7.4515,151.8468,26.68,81,100,3.81,FM,1696551310
304,st. john's,47.5649,-52.7093,7.76,90,58,0.89,CA,1696550740
305,urangan,-25.3,152.9,23.14,41,4,2.62,AU,1696551311
306,buncrana,55.1333,-7.45,14.79,80,100,8.12,IE,1696551311
307,tanout,14.9709,8.8879,28.23,33,10,5.95,NE,1696551311
308,rikaze,29.25,88.8833,8.94,64,21,1.07,CN,1696551312
309,luena,-11.7833,19.9167,21.56,35,83,0.9,AO,1696551143
310,piploda,23.35,75.4333,20.21,67,43,3.76,IN,1696551313
311,roma,43.2128,-75.4557,22.12,75,0,3.09,US,1696551313
312,champerico,14.3,-91.9167,30.3,84,25,5.62,GT,1696551314
313,andovoranto,-18.95,49.1,21.11,84,66,1.86,MG,1696551314
314,harper,4.375,-7.7169,25.23,85,84,2.41,LR,1696551315
315,kuanda,56.3161,116.0806,2.99,71,100,0.07,RU,1696551315
316,eirunepe,-6.6603,-69.8736,24.8,88,95,1.35,BR,1696551316
317,aykhal,66.0,111.5,-8.85,92,93,3.58,RU,1696551316
318,constitucion,-35.3333,-72.4167,10.4,79,100,3.63,CL,1696551126
319,augusto correa,-1.0217,-46.635,26.57,72,44,3.59,BR,1696551317
320,trinidad,-14.8333,-64.9,31.83,43,60,2.96,BO,1696551318
321,grand falls-windsor,48.9332,-55.6649,10.28,84,87,2.33,CA,1696551318
322,pirallahi,40.4723,50.333,15.08,62,1,5.51,AZ,1696551319
323,najran,17.4924,44.1277,20.36,23,0,1.19,SA,1696551320
324,ponta delgada,37.7333,-25.6667,23.4,94,40,8.23,PT,1696550747
325,port augusta,-32.5,137.7667,18.08,58,50,3.89,AU,1696551321
326,tofol,5.3248,163.0078,24.88,94,100,2.06,FM,1696551321
327,badger,64.8,-147.5333,4.52,58,75,3.6,US,1696551047
328,lexington,37.9887,-84.4777,20.0,79,75,2.57,US,1696551041
329,ulsteinvik,62.3432,5.8487,11.53,75,93,3.13,NO,1696551322
330,balachor,31.0667,76.3167,20.58,55,0,1.53,IN,1696551280
331,vincennes,48.85,2.4333,13.83,85,0,1.03,FR,1696551324
332,manziana,42.1321,12.1264,17.94,86,65,0.94,IT,1696551324
333,aden,12.7794,45.0367,29.93,60,1,3.94,YE,1696551324
334,safaga,26.7292,33.9365,27.98,55,12,6.31,EG,1696551265
335,geraldton,-28.7667,114.6,27.23,16,0,7.2,AU,1696551326
336,pul-e khumri,35.9446,68.7151,22.24,21,77,1.99,AF,1696551327
337,howard springs,-12.497,131.047,31.57,40,49,4.8,AU,1696551327
338,polatsk,55.4859,28.7756,8.02,85,97,8.91,BY,1696551328
339,tondela,40.5167,-8.0833,15.8,84,17,1.69,PT,1696551328
340,utrik,11.2278,169.8474,28.36,72,100,6.06,MH,1696551329
341,teguise,29.0605,-13.564,24.12,65,0,4.63,ES,1696551330
342,bonthe,7.5264,-12.505,26.08,88,81,4.0,SL,1696551330
343,ilhabela,-23.7781,-45.3581,22.34,97,100,1.83,BR,1696551331
344,akonolinga,3.7667,12.25,20.51,99,100,1.33,CM,1696551331
345,olney,39.1532,-77.0669,22.44,84,75,0.0,US,1696551169
346,hadibu,12.65,54.0333,26.32,80,77,3.58,YE,1696551172
347,jijiga,9.35,42.8,17.92,69,76,1.74,ET,1696551332
348,walvis bay,-22.9575,14.5053,13.38,90,56,4.42,NA,1696551333
349,qarazhal,48.0078,70.7903,10.94,61,42,3.23,KZ,1696551334
350,kapoeta,4.7717,33.5903,28.76,41,18,7.53,SS,1696551334
351,pechora,65.1472,57.2244,4.36,86,75,2.68,RU,1696551334
352,sanshui,23.1549,112.8916,25.99,78,100,2.94,CN,1696551335
353,oyem,1.5995,11.5793,20.62,99,100,1.53,GA,1696551335
354,askoy,60.4092,5.226,10.16,100,100,4.63,NO,1696551336
355,tateyama,34.9833,139.8667,23.39,51,51,4.33,JP,1696551336
356,gadzhiyevo,69.2551,33.3362,1.64,91,50,11.81,RU,1696551336
357,enshi,30.3,109.4833,15.44,99,100,1.18,CN,1696551337
358,ocean city,39.2776,-74.5746,20.55,88,24,2.24,US,1696551337
359,buenos aires,-34.6132,-58.3772,21.67,28,3,0.45,AR,1696551157
360,msanga,-6.05,36.0333,19.04,79,2,2.67,TZ,1696551338
361,fale old settlement,-9.3852,-171.2468,28.53,69,26,1.99,TK,1696551339
362,mossel bay,-34.1831,22.146,16.96,93,100,9.48,ZA,1696551339
363,pisco,-13.7,-76.2167,19.03,82,0,7.2,PE,1696551340
364,madang,-5.2246,145.7966,30.0,64,90,0.84,PG,1696551340
365,maragogi,-9.0122,-35.2225,25.35,84,46,5.96,BR,1696551113
366,xai-xai,-25.0519,33.6442,19.72,75,71,4.12,MZ,1696551312
367,znamenskoye,57.1281,73.8282,10.0,80,75,2.8,RU,1696551342
368,wajir,1.7471,40.0573,25.7,69,23,7.16,KE,1696551342
369,ca mau,9.1769,105.15,26.42,89,97,2.1,VN,1696551147
370,mana,5.6592,-53.7767,27.72,84,97,4.99,GF,1696551343
371,mamfe,5.754,9.3123,22.82,99,80,0.26,CM,1696551261
372,altai,46.3722,96.2583,-0.42,72,23,0.82,MN,1696551345
373,praia da vitoria,38.7333,-27.0667,22.14,88,75,16.44,PT,1696551346
374,kodiak,57.79,-152.4072,10.73,82,75,5.66,US,1696551346
375,benguela,-12.5763,13.4055,23.0,84,90,2.26,AO,1696551347
376,north shore,-36.8,174.75,18.04,70,92,3.13,NZ,1696551308
377,banda aceh,5.5577,95.3222,26.19,85,100,5.42,ID,1696551147
378,tamanrasset,22.785,5.5228,20.95,37,0,3.6,DZ,1696551348
379,inyonga,-6.7167,32.0667,21.98,53,80,3.83,TZ,1696551348
380,susuman,62.7833,148.1667,-1.12,75,40,1.79,RU,1696551349
381,poronaysk,49.2167,143.1167,7.94,89,100,9.16,RU,1696551222
382,margate,51.3813,1.3862,14.61,82,93,1.34,GB,1696551350
383,kencong,-8.2833,113.3667,26.31,77,24,0.34,ID,1696551350
384,majuro,7.0897,171.3803,27.98,78,100,6.17,MH,1696551351
385,al kharijah,25.4514,30.5464,25.86,44,2,4.1,EG,1696551064
386,khovd,48.0056,91.6419,5.31,63,87,0.08,MN,1696551307
387,miasskoye,55.2784,61.8905,14.34,73,98,2.52,RU,1696551352
388,bodo,67.28,14.405,5.02,80,75,9.26,NO,1696551352
389,malabar,-33.9667,151.25,22.22,42,0,6.17,AU,1696551353
390,glace bay,46.1969,-59.957,14.43,92,40,4.12,CA,1696551353
391,soligalich,59.0778,42.2864,5.9,97,60,2.44,RU,1696551354
392,pailon,-17.65,-62.75,25.5,39,8,6.59,BO,1696551355
393,meadow lakes,61.6247,-149.6011,6.69,63,100,8.75,US,1696551355
394,rio gallegos,-51.6226,-69.2181,7.03,49,0,4.63,AR,1696551356
395,tsiombe,-25.3,45.4833,20.66,63,0,0.67,MG,1696551346
396,puerto aysen,-45.4,-72.7,5.23,99,100,2.62,CL,1696551128
397,unai,-16.3575,-46.9061,27.39,63,82,0.76,BR,1696551357
398,naro moru,-0.1676,37.0213,13.39,91,29,4.67,KE,1696551358
399,lata,40.1629,-8.3327,16.62,70,40,1.38,PT,1696551358
400,juticalpa,14.65,-86.2,34.08,72,9,1.03,HN,1696551358
401,kariba,-16.5167,28.8,22.87,42,0,1.93,ZW,1696550911
402,limassol,34.675,33.0333,21.04,56,0,1.54,CY,1696551331
403,ulverstone,-41.15,146.1667,13.73,49,25,4.11,AU,1696551360
404,mlawa,53.1128,20.3841,8.94,93,57,4.24,PL,1696551361
405,kapuskasing,49.4169,-82.4331,16.0,55,99,3.09,CA,1696551361
406,ostashkov,57.1467,33.1075,9.46,87,100,4.78,RU,1696551362
407,leicester,52.6386,-1.1317,15.92,86,99,7.18,GB,1696551363
408,huautla de jimenez,18.1315,-96.8409,17.96,90,42,1.56,MX,1696551363
409,ta`u,-14.2336,-169.5144,25.18,76,87,7.83,AS,1696551364
410,ambovombe,-25.1667,46.0833,20.79,70,0,1.53,MG,1696551364
411,erenhot,43.6475,111.9767,9.42,23,100,3.35,CN,1696551365
412,shihezi,44.3,86.0333,14.05,48,0,2.81,CN,1696551365
413,gao,16.6362,1.637,32.87,24,40,2.53,ML,1696551365
414,uberaba,-19.7483,-47.9319,28.32,61,20,0.51,BR,1696551366
415,charsadda,34.1435,71.7317,22.34,31,0,1.16,PK,1696551366
416,lautoka,-17.6167,177.4667,27.92,39,20,3.09,FJ,1696551367
417,kingscliff,-28.2667,153.5667,24.87,43,40,6.69,AU,1696551098
418,ulanhot,46.0833,122.0833,9.76,51,17,3.79,CN,1696551367
419,togur,58.3631,82.8265,10.08,89,91,4.47,RU,1696551369
420,timimoun,29.2639,0.231,24.35,28,18,6.72,DZ,1696551369
421,fortuna,40.5982,-124.1573,27.19,49,0,2.06,US,1696551370
422,lichuan,30.3,108.85,11.24,98,100,1.28,CN,1696551370
423,coihueco,-36.6167,-71.8333,11.41,66,0,2.57,CL,1696551370
424,arsen'yev,44.1631,133.2733,8.06,62,11,4.69,RU,1696551371
425,namdrik,5.5994,168.1028,26.23,86,100,4.96,MH,1696551371
426,tyuratam,45.6507,63.3156,14.55,34,48,3.2,KZ,1696551373
427,kangding,30.0513,101.9603,10.77,99,100,2.28,CN,1696551373
428,lamu,-2.2717,40.902,24.12,88,9,5.07,KE,1696551374
429,recreo,-29.2818,-65.061,21.46,29,0,5.01,AR,1696551374
430,quellon,-43.1167,-73.6167,8.23,92,81,6.13,CL,1696551375
431,yung shue wan,22.2333,114.1167,27.68,65,100,6.22,HK,1696551257
432,terbuny,52.1389,38.2789,9.71,62,100,4.82,RU,1696551376
433,macusani,-14.0833,-70.4333,7.1,75,39,1.99,PE,1696551376
434,el sauzal de rodriguez,31.9,-116.6833,23.01,74,4,1.83,MX,1696551376
435,targovishte,43.2592,26.5892,14.58,83,35,1.23,BG,1696551377
436,san pedro pochutla,15.7333,-96.4667,23.84,89,95,0.43,MX,1696551378
437,new norfolk,-42.7826,147.0587,11.72,54,50,3.12,AU,1696551379
438,porto velho,-8.7619,-63.9039,29.03,61,75,2.57,BR,1696551379
439,talagang,32.9297,72.4158,24.51,25,0,1.39,PK,1696551196
440,ko lanta,7.5336,99.0865,27.01,80,100,2.07,TH,1696551380
441,salinopolis,-0.6136,-47.3561,27.19,74,53,7.0,BR,1696551181
442,caidian,30.5833,114.0333,20.07,67,64,4.2,CN,1696551381
443,tynda,55.1667,124.7167,1.01,63,16,0.38,RU,1696551382
444,redencao,-4.2258,-38.7306,23.3,86,42,1.16,BR,1696551382
445,motueka,-41.1333,173.0167,15.61,59,8,3.01,NZ,1696551099
446,rasht,37.2808,49.5832,14.57,79,49,1.24,IR,1696551384
447,bardai,11.65,7.2333,24.75,51,46,2.4,NG,1696551384
448,dixon,38.4455,-121.8233,35.65,25,0,2.06,US,1696551385
449,lazaro cardenas,17.9583,-102.2,29.21,75,21,2.26,MX,1696551385
450,hassi messaoud,31.6804,6.0729,22.92,38,0,2.06,DZ,1696551385
451,mandalay,21.9747,96.0836,25.64,85,60,2.12,MM,1696551386
452,gizo,-8.103,156.8419,27.83,80,14,8.05,SB,1696551386
453,palikir - national government center,6.9248,158.1611,28.47,84,100,2.06,FM,1696551387
454,kilinochchi,9.3961,80.3982,26.11,85,87,4.88,LK,1696551387
455,tabuk,17.4189,121.4443,26.39,76,100,0.9,PH,1696551388
456,ghanzi,-21.5667,21.7833,22.19,14,35,4.01,BW,1696551388
457,fort-shevchenko,44.5086,50.263,18.16,71,4,3.38,KZ,1696551389
458,illizi,26.4833,8.4667,22.89,27,2,4.04,DZ,1696551389
459,bosansko grahovo,44.1794,16.3639,15.36,76,68,2.2,BA,1696551390
460,tibanbang,6.6315,126.1055,27.45,82,100,1.2,PH,1696551390
461,hinton,53.4001,-117.5857,9.6,51,22,1.38,CA,1696551391
462,boyalik,41.2634,28.6314,16.51,79,75,3.0,TR,1696551391
463,general acha,-37.377,-64.6043,14.33,24,0,3.58,AR,1696551391
464,muroto-misakicho,33.2833,134.15,19.78,52,43,2.93,JP,1696551240
465,port isabel,26.0734,-97.2086,28.34,80,100,7.15,US,1696551392
466,port kembla,-34.4667,150.9,21.26,56,14,5.77,AU,1696551392
467,uliastay,47.7417,96.8444,-2.04,90,62,2.03,MN,1696551349
468,dhidhdhoo,6.8833,73.1,27.16,82,100,7.17,MV,1696551393
469,oban,56.4127,-5.4706,14.1,89,100,8.34,GB,1696551394
470,hotan,37.0997,79.9269,15.5,28,63,1.58,CN,1696551394
471,attapeu,14.8,106.8333,25.12,96,97,0.3,LA,1696551250
472,acapulco de juarez,16.8634,-99.8901,29.9,74,75,2.57,MX,1696551395
473,humaita,-7.5061,-63.0208,31.04,39,74,0.45,BR,1696551122
474,makarska,43.2969,17.0178,20.78,71,43,2.16,HR,1696551396
475,zaysan,47.4667,84.8667,9.06,58,64,0.91,KZ,1696551396
476,taveta,-3.3963,37.6736,20.93,80,28,2.26,KE,1696551397
477,emerald,-23.5333,148.1667,25.19,26,5,6.3,AU,1696551120
478,yuzhno-kurilsk,44.0306,145.8556,14.1,73,99,5.74,RU,1696551397
479,callao,-12.0667,-77.15,22.62,82,75,4.63,PE,1696551268
480,volodarskiy,46.4013,48.5409,14.97,44,59,2.94,RU,1696551398
481,weyburn,49.6668,-103.8511,5.12,60,41,12.86,CA,1696551399
482,puerto baquerizo moreno,-0.9,-89.6,22.7,78,37,4.03,EC,1696551399
483,tazacorte,28.629,-17.9293,28.97,29,0,4.47,ES,1696551400
484,dongola,19.1667,30.4833,30.98,23,9,8.82,SD,1696551209
485,mezhdurechenskiy,59.6,65.9333,10.61,69,76,2.12,RU,1696551400
486,las palmas,28.4204,-14.0131,22.44,78,30,1.54,ES,1696551401
487,road town,18.4167,-64.6167,29.02,84,40,3.6,VG,1696551401
488,tiassale,5.8983,-4.8283,22.99,99,93,1.14,CI,1696551402
489,barpali,21.2,83.5833,22.2,76,96,2.45,IN,1696551402
490,midvagur,62.0511,-7.1939,7.46,93,100,5.14,FO,1696551402
491,awjilah,29.1081,21.2869,21.89,56,55,4.34,LY,1696551403
492,tutoia,-2.7619,-42.2744,26.72,77,100,6.36,BR,1696551403
493,buala,-8.145,159.5921,27.66,78,67,4.43,SB,1696551404
494,kavieng,-2.5744,150.7967,28.92,72,99,2.04,PG,1696551404
495,xining,36.6167,101.7667,6.47,91,100,1.08,CN,1696551226
496,correntina,-13.3433,-44.6367,25.81,56,44,1.41,BR,1696551405
497,rybinsk,58.0446,38.8426,7.4,92,86,3.13,RU,1696551405
498,adrar,20.5022,-10.0711,30.47,15,94,4.26,MR,1696551406
499,whistler,50.1164,-122.9695,13.66,54,16,0.61,CA,1696551406
500,remire-montjoly,4.9167,-52.2667,27.02,83,0,1.54,GF,1696551407
501,ola,59.5833,151.2833,5.79,69,7,1.12,RU,1696551407
502,smithers,54.7804,-127.1743,11.18,82,40,1.54,CA,1696551407
503,dinguiraye,11.3,-10.7167,22.52,92,87,0.74,GN,1696551408
504,nantucket,41.2835,-70.0995,18.08,100,100,3.09,US,1696551409
505,gaspra,44.4333,34.1,16.48,78,44,1.06,UA,1696551409
506,vengerovo,55.6848,76.7471,8.75,74,87,3.74,RU,1696551409
507,khilok,51.3674,110.4676,3.38,71,29,0.67,RU,1696551410
508,novyy urgal,51.0736,132.5642,4.99,77,61,1.94,RU,1696551411
509,heihe,50.2441,127.4902,5.32,51,1,7.04,CN,1696551411
510,karratha,-20.7377,116.8463,30.15,17,11,7.98,AU,1696551239
511,comodoro rivadavia,-45.8667,-67.5,14.92,29,0,7.72,AR,1696551286
512,ust-tsilma,65.441,52.1498,4.78,96,85,6.26,RU,1696551412
513,beaconsfield,45.4334,-73.8659,23.8,76,75,6.17,CA,1696551127
514,tuba city,36.135,-111.2399,24.65,28,0,1.79,US,1696551414
515,sandnessjoen,66.0217,12.6316,0.29,56,100,3.8,NO,1696551414
516,refahiye,39.9008,38.7667,7.87,56,0,0.14,TR,1696551415
517,umm kaddadah,13.6017,26.6876,32.52,21,48,2.85,SD,1696551415
518,vizinga,61.0749,50.1031,7.99,83,100,3.43,RU,1696551416
519,oltinko'l,40.8011,72.1634,20.12,27,100,1.33,UZ,1696551416
520,ankang,32.68,109.0172,12.63,95,100,0.85,CN,1696551417
521,kedrovyy,56.1667,91.8167,8.35,74,100,3.37,RU,1696551418
522,cabo san lucas,22.8909,-109.9124,32.09,72,75,3.58,MX,1696551179
523,kouango,4.9934,19.9619,21.39,96,100,0.19,CF,1696551419
524,alamosa,37.4695,-105.87,18.99,24,0,2.06,US,1696551419
525,ebolowa,2.9,11.15,21.39,100,100,0.47,CM,1696551419
526,kloulklubed,7.0419,134.2556,27.28,75,100,7.34,PW,1696551420
527,tulun,54.5611,100.5792,5.91,73,100,1.18,RU,1696551421
528,chania,35.5122,24.0156,17.78,88,20,1.54,GR,1696551421
529,nueva gerona,21.8833,-82.8,28.6,72,19,2.55,CU,1696551422
530,tenenkou,14.4572,-4.9169,31.68,41,100,4.71,ML,1696551422
531,katima mulilo,-17.5,24.2667,20.32,23,18,2.21,NA,1696551189
532,narvik,68.4384,17.4272,3.54,98,100,2.54,NO,1696551424
533,wuwei,37.9281,102.6414,9.93,77,39,0.66,CN,1696551424
534,jati,24.3539,68.2671,26.17,80,27,5.41,PK,1696551424
535,shalqar,47.8333,59.6,15.31,36,100,1.12,KZ,1696551181
536,ghadamis,30.1337,9.5007,21.96,39,0,5.11,LY,1696551425
537,vyazemskiy,47.5378,134.7525,6.87,95,100,4.05,RU,1696551426
538,itapirapua,-15.8233,-50.6133,27.64,67,83,1.35,BR,1696551426
539,mogocha,53.7333,119.7667,0.97,75,14,1.34,RU,1696551427
540,kill devil hills,36.0307,-75.676,22.77,91,100,2.57,US,1696551427
541,sur,22.5667,59.5289,30.27,46,27,2.93,OM,1696551428
542,lima,-12.0432,-77.0282,21.61,74,75,4.63,PE,1696551391
543,tome,-36.6167,-72.95,11.34,83,57,3.36,CL,1696551429
544,bel ombre,-4.6167,55.4167,27.91,69,40,6.69,SC,1696551429
545,malkara,40.89,26.9011,13.59,90,70,2.05,TR,1696551168
546,ad dilam,23.9915,47.1627,28.23,31,0,3.47,SA,1696551430
547,bayanhongor,46.7167,100.1167,-1.71,82,43,1.74,MN,1696551252
548,harstad,68.799,16.5293,1.56,97,100,8.49,NO,1696551431
549,saipan,15.1355,145.701,31.39,66,20,5.66,MP,1696551431
550,san julian,21.0167,-102.1667,21.28,58,88,1.79,MX,1696551323
551,mejit,10.2753,170.8646,28.16,75,98,5.84,MH,1696551432
552,pavilosta,56.8879,21.1859,9.95,62,22,7.08,LV,1696551433
553,kresek,-6.1314,106.3797,30.31,73,66,0.82,ID,1696551293
554,tlahualilo de zaragoza,26.1167,-103.45,24.2,61,99,1.69,MX,1696551434
555,coahuayana de hidalgo,18.7,-103.6583,28.5,83,65,2.3,MX,1696551434
556,san andres,12.5847,-81.7006,28.01,83,20,1.03,CO,1696551034
557,morondava,-20.2833,44.2833,23.29,72,0,1.63,MG,1696551348
558,sakakah,29.9697,40.2064,24.76,39,75,3.38,SA,1696551435
559,holmsund,63.706,20.3641,1.64,80,0,3.09,SE,1696551436
560,jiazi,22.8779,116.067,24.24,75,100,5.51,CN,1696551436
561,cuyo,10.8525,121.0086,28.21,76,62,1.79,PH,1696551437
562,kristiansund,63.1115,7.732,8.36,87,100,2.06,NO,1696551437
563,dickinson,29.4608,-95.0513,24.53,85,0,3.09,US,1696551438
564,siwa oasis,29.2041,25.5195,24.52,58,62,4.04,EG,1696551438
565,tagta,41.6504,59.9164,15.97,82,0,3.09,TM,1696551439
566,ust'-barguzin,53.45,108.9833,3.94,88,25,1.34,RU,1696551439
567,sandston,37.5235,-77.3158,22.09,89,75,2.57,US,1696551439
568,orapa,-21.2833,25.3667,21.27,20,50,5.45,BW,1696551440
569,chilecito,-29.1619,-67.4974,16.18,29,0,3.93,AR,1696551440
570,argo,37.6333,22.7333,19.68,53,37,1.41,GR,1696551441
571,peniche,39.3558,-9.3811,17.94,92,87,5.87,PT,1696551441
572,purpe,64.4803,76.6897,7.78,73,67,11.46,RU,1696551441
573,mbeya,-8.9,33.45,14.92,78,14,2.98,TZ,1696551442
574,chinde,26.8418,88.0763,17.74,92,95,1.06,NP,1696551442
575,mihai viteazu,46.5333,23.75,8.87,63,58,1.48,RO,1696551443
576,zakamensk,50.3741,103.2863,5.38,90,100,0.73,RU,1696551443
